file,line,column,annotation,type
107_ruby_596/nenmatsuno_ichinichi.txt,37,122,「金＋肅」、第3水準1-93-39,入力者注
3759_ruby_27229/chikagorono_yurei.txt,21,1,地から１字上げ,入力者注
3759_ruby_27229/chikagorono_yurei.txt,22,1,地から１字上げ,入力者注
2369_ruby_1406/toyono_aki.txt,23,56,「均−土へん」、第3水準1-14-75,入力者注
2369_ruby_1406/toyono_aki.txt,23,88,「均−土へん」、第3水準1-14-75,入力者注
2369_ruby_1406/toyono_aki.txt,23,118,「均−土へん」、第3水準1-14-75,入力者注
2369_ruby_1406/toyono_aki.txt,23,169,「均−土へん」、第3水準1-14-75,入力者注
2369_ruby_1406/toyono_aki.txt,23,290,「均−土へん」、第3水準1-14-75,入力者注
2369_ruby_1406/toyono_aki.txt,23,324,「均−土へん」、第3水準1-14-75,入力者注
2369_ruby_1406/toyono_aki.txt,29,1,地から１字上げ,入力者注
53680_ruby_69540/rip_van_winkle.txt,20,1,ここから１段階小さな文字,入力者注
53680_ruby_69540/rip_van_winkle.txt,21,1,ここから２字下げ,入力者注
53680_ruby_69540/rip_van_winkle.txt,27,1,１０字下げ,入力者注
53680_ruby_69540/rip_van_winkle.txt,28,1,ここで字下げ終わり,入力者注
53680_ruby_69540/rip_van_winkle.txt,29,1,ここで小さな文字終わり,入力者注
53680_ruby_69540/rip_van_winkle.txt,33,264,「（訳註）」は行右小書き,入力者注
53680_ruby_69540/rip_van_winkle.txt,34,70,「アパラチヤ大山系から」はママ,入力者注
53680_ruby_69540/rip_van_winkle.txt,48,10,「秋の日」はママ,入力者注
53680_ruby_69540/rip_van_winkle.txt,57,193,「しゃこ」に傍点,入力者注
53680_ruby_69540/rip_van_winkle.txt,58,353,「まんさく」に傍点,入力者注
53680_ruby_69540/rip_van_winkle.txt,92,139,「へ」に傍点,入力者注
53680_ruby_69540/rip_van_winkle.txt,100,1,５字下げ,入力者注
53680_ruby_69540/rip_van_winkle.txt,100,9,「註」は１段階大きな文字,入力者注
53680_ruby_69540/rip_van_winkle.txt,105,1,２字下げ,入力者注
53680_ruby_69540/rip_van_winkle.txt,105,8,１段階小さな文字,入力者注
53680_ruby_69540/rip_van_winkle.txt,105,69,小さな文字終わり,入力者注
4277_ruby_5489/sato_haruo_shi.txt,14,29,「有島生馬」に傍点,入力者注
14_ruby_1261/ababababa.txt,92,1,地から２字上げ,入力者注
50_ruby_932/hoonki.txt,25,187,「てへん＋丑」、第4水準2-12-93,入力者注
50_ruby_932/hoonki.txt,57,33,「しけ」に傍点,入力者注
50_ruby_932/hoonki.txt,72,61,「目＋匡」、第3水準1-88-81,入力者注
50_ruby_932/hoonki.txt,111,1,地から１字上げ,入力者注
177_ruby_1019/uogasi.txt,30,1,地から１字上げ,入力者注
126_ruby_1296/otomino_teiso.txt,20,67,「勹＜夕」、第3水準1-14-76,入力者注
126_ruby_1296/otomino_teiso.txt,76,207,「てへん＋丑」、第4水準2-12-93,入力者注
126_ruby_1296/otomino_teiso.txt,83,9,「どん」に傍点,入力者注
126_ruby_1296/otomino_teiso.txt,126,1,地から２字上げ,入力者注
60232_ruby_74587/christmas_eve.txt,18,1,ここから１段階小さな文字,入力者注
60232_ruby_74587/christmas_eve.txt,19,1,ここから２字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,27,1,１６字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,28,1,ここで字下げ終わり,入力者注
60232_ruby_74587/christmas_eve.txt,29,1,ここで小さな文字終わり,入力者注
60232_ruby_74587/christmas_eve.txt,31,435,「（原註１）」は行右小書き,入力者注
60232_ruby_74587/christmas_eve.txt,38,1,ここから１字下げ、折り返して２字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,41,1,ここで字下げ終わり,入力者注
60232_ruby_74587/christmas_eve.txt,45,334,「（原註２）」は行右小書き,入力者注
60232_ruby_74587/christmas_eve.txt,49,154,「（原註３）」は行右小書き,入力者注
60232_ruby_74587/christmas_eve.txt,55,1,ここから２字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,62,1,ここで字下げ終わり,入力者注
60232_ruby_74587/christmas_eve.txt,69,1,ここから２字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,93,1,ここで字下げ終わり,入力者注
60232_ruby_74587/christmas_eve.txt,99,1,ここから１段階小さな文字,入力者注
60232_ruby_74587/christmas_eve.txt,100,1,ここから２字下げ、折り返して３字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,104,1,ここから３字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,107,1,ここから５字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,115,1,ここから２字下げ,入力者注
60232_ruby_74587/christmas_eve.txt,117,1,ここで字下げ終わり,入力者注
60232_ruby_74587/christmas_eve.txt,118,1,ここで小さな文字終わり,入力者注
23_ruby_1254/basho_zakki.txt,23,49,「我俳諧撰集の心なし」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,48,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,51,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,53,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,55,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,56,167,「唯予が口よりいひ出せば」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,56,199,「肝をつぶしたる顔のみにて」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,56,228,「善悪の差別もなく」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,56,255,「鮒の泥に酔たるごとし」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,56,282,「其夜此句したる時」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,56,319,「一座のものどもに我遅参の罪ありと云へども」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,56,367,「此句にて腹を医せよと自慢せしと宣ひ侍る」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,61,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,66,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,81,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,84,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,88,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,90,4,「命なり」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,93,10,「残夢月遠し」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,94,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,102,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,104,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,106,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,108,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,110,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,112,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,118,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,135,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,137,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,141,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,147,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,151,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,153,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,155,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,171,176,「はくらん」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,171,222,「くわくらん」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,171,271,「はくらん」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,172,193,「はくらん」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,175,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,178,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,181,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,182,18,「横たふ」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,184,15,「しみ入る」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,186,15,「岩吹とがる」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,187,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,189,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,190,4,「燃」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,190,21,「搗」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,191,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,193,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,194,5,「消えて」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,194,22,「撞く」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,195,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,197,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,198,3,「紅稲」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,198,19,「鸚鵡」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,198,35,「碧梧」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,198,51,「鳳凰」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,199,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,200,46,「鸚鵡」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,200,62,「紅稲」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,200,78,「鳳凰」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,200,94,「碧梧」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,200,151,「搗いて」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,200,168,「消ゆる」に傍点,入力者注
23_ruby_1254/basho_zakki.txt,201,309,「洞」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,201,335,「庵」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,201,380,「洞」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,201,482,「洞」に白丸傍点,入力者注
23_ruby_1254/basho_zakki.txt,202,1,ここから２字下げ,入力者注
23_ruby_1254/basho_zakki.txt,204,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,212,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,230,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,238,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,249,5,「魚＋檀のつくり」、第3水準1-94-53,入力者注
23_ruby_1254/basho_zakki.txt,261,6,「虫＋璃のつくり」、第3水準1-91-62,入力者注
23_ruby_1254/basho_zakki.txt,262,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,265,1,ここから３字下げ,入力者注
23_ruby_1254/basho_zakki.txt,272,1,ここで字下げ終わり,入力者注
23_ruby_1254/basho_zakki.txt,273,1,地から２字上げ,入力者注
3802_ruby_27204/kabocha.txt,19,99,「行《ゆ》かないんだから」は底本では「行《ゆか》かないんだから」,入力者注
3802_ruby_27204/kabocha.txt,26,1,地から１字上げ,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,19,1,ここから２字下げ,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,28,1,ここで字下げ終わり,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,30,1,地から１字上げ,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,34,577,「廴＋囘」、第4水準2-12-11,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,35,1,ここから１字下げ,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,39,1,ここで字下げ終わり,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,43,413,「廴＋囘」、第4水準2-12-11,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,46,66,「廴＋囘」、第4水準2-12-11,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,50,1,ここから１字下げ,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,57,1,ここで字下げ終わり,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,63,1,ここから３字下げ,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,87,1,ここで字下げ終わり,入力者注
56033_ruby_50649/kurisumasu_ibu.txt,91,321,「廴＋囘」、第4水準2-12-11,入力者注
45754_ruby_23695/ryoya.txt,23,1931,「足へん＋宛」、第3水準1-92-36,入力者注
45754_ruby_23695/ryoya.txt,23,3044,「足へん＋宛」、第3水準1-92-36,入力者注
37_ruby_1265/gesaku_zanmai.txt,24,125,「いかつい」に傍点,入力者注
37_ruby_1265/gesaku_zanmai.txt,27,90,「めりやす」に傍点,入力者注
37_ruby_1265/gesaku_zanmai.txt,27,107,「よしこの」に傍点,入力者注
37_ruby_1265/gesaku_zanmai.txt,175,70,「石＋薄」、第3水準1-89-18,入力者注
37_ruby_1265/gesaku_zanmai.txt,184,42,二,返り点
37_ruby_1265/gesaku_zanmai.txt,184,48,一,返り点
37_ruby_1265/gesaku_zanmai.txt,184,80,二,返り点
37_ruby_1265/gesaku_zanmai.txt,184,86,一,返り点
37_ruby_1265/gesaku_zanmai.txt,246,164,「虫＋璃のつくり」、第3水準1-91-62,入力者注
37_ruby_1265/gesaku_zanmai.txt,304,75,「兀＋王」、第3水準1-47-62,入力者注
37_ruby_1265/gesaku_zanmai.txt,311,1,地から２字上げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,17,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,17,16,「一　欧羅巴的漢口」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,21,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,21,15,「二　支那的漢口」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,25,1,ここから２字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,27,1,ここで字下げ終わり,入力者注
51214_ruby_55973/zasshin_issoku.txt,29,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,29,13,「三　黄鶴楼」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,35,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,35,13,「四　古琴台」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,39,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,39,13,「五　洞庭湖」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,43,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,43,12,「六　長沙」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,47,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,47,12,「七　学校」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,51,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,51,14,「八　京漢鉄道」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,55,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,55,12,「九　鄭州」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,59,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,59,12,「十　洛陽」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,63,1,ここから２字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,65,1,ここで字下げ終わり,入力者注
51214_ruby_55973/zasshin_issoku.txt,67,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,67,13,「十一　龍門」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,71,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,71,13,「十二　黄河」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,75,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,75,13,「十三　北京」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,79,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,79,13,「十四　前門」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,84,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,84,13,「十五　監獄」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,88,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,88,16,「十六　万里の長城」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,92,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,92,14,「十七　石仏寺」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,96,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,96,13,「十八　天津」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,102,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,102,13,「十九　奉天」は中見出し,入力者注
51214_ruby_55973/zasshin_issoku.txt,106,1,５字下げ,入力者注
51214_ruby_55973/zasshin_issoku.txt,106,15,「二十　南満鉄道」は中見出し,入力者注
4281_ruby_5493/harunohino_sashita.txt,17,79,「言＋虚」、第4水準2-88-74,入力者注
4281_ruby_5493/harunohino_sashita.txt,17,139,「言＋虚」、第4水準2-88-74,入力者注
110_ruby_1195/nikko_shohin.txt,49,9,「火＋韋」、第3水準1-87-54,入力者注
110_ruby_1195/nikko_shohin.txt,58,60,「こまい」に傍点,入力者注
110_ruby_1195/nikko_shohin.txt,64,1,ここから１字下げ,入力者注
110_ruby_1195/nikko_shohin.txt,66,1,地から２字上げ,入力者注
110_ruby_1195/nikko_shohin.txt,67,1,ここで字下げ終わり,入力者注
3796_ruby_27256/bokuno_tomodachi_nisannin.txt,27,1,ここから２字下げ,入力者注
3796_ruby_27256/bokuno_tomodachi_nisannin.txt,34,1,ここで字下げ終わり,入力者注
3796_ruby_27256/bokuno_tomodachi_nisannin.txt,40,1,地から１字上げ,入力者注
3751_ruby_27195/eikyuni_fuyukaina.txt,26,1,地から１字上げ,入力者注
41_ruby_1553/haha.txt,112,12,「たあた」に傍点,入力者注
41_ruby_1553/haha.txt,124,14,「勹＜夕」、第3水準1-14-76,入力者注
41_ruby_1553/haha.txt,196,1,地から１字上げ,入力者注
46512_ruby_25556/kikuno_newake.txt,27,1,ここから２字下げ,入力者注
46512_ruby_25556/kikuno_newake.txt,36,1,ここで字下げ終わり,入力者注
46512_ruby_25556/kikuno_newake.txt,37,1,地付き,入力者注
3823_ruby_27210/uwagoto.txt,36,1,地から１字上げ,入力者注
174_ruby_1111/umano_ashi.txt,109,1,地から１字上げ,入力者注
140_ruby_1015/sarukani_gassen.txt,26,1,地から１字上げ,入力者注
26_ruby_1441/bungeitekina_amarini.txt,28,500,「十分に」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,36,40,「（一）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,36,472,「（一）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,36,645,「弓＋椁のつくり」、第3水準1-84-22,入力者注
26_ruby_1441/bungeitekina_amarini.txt,38,41,「組み立て」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,38,66,「材料」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,43,81,「出来ることしかしない」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,44,1,地から２字上げ,入力者注
26_ruby_1441/bungeitekina_amarini.txt,53,5,「（一）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,54,5,「（二）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,54,96,「若しこの一点を論ずるとすれば」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,54,196,「この一点に注目するもの」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,55,5,「（三）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,55,530,「比較的」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,56,5,「（四）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,61,87,「捷下万仞岡」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,61,106,「俯身試搴旗」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,63,5,「（五）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,70,240,「弓＋椁のつくり」、第3水準1-84-22,入力者注
26_ruby_1441/bungeitekina_amarini.txt,84,1,ここから３字下げ,入力者注
26_ruby_1441/bungeitekina_amarini.txt,87,1,ここで字下げ終わり,入力者注
26_ruby_1441/bungeitekina_amarini.txt,94,147,「起らずにゐる」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,112,53,「或程度」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,113,228,「和服を着た」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,152,308,「はつきりした差別」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,155,1,地から２字上げ,入力者注
26_ruby_1441/bungeitekina_amarini.txt,162,174,「仰がずに」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,162,192,「見た」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,163,392,「しないことの後悔」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,163,435,「したことの後悔」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,190,199,「部分的」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,197,1,ここから２字下げ,入力者注
26_ruby_1441/bungeitekina_amarini.txt,199,1,ここで字下げ終わり,入力者注
26_ruby_1441/bungeitekina_amarini.txt,202,1,ここから３字下げ,入力者注
26_ruby_1441/bungeitekina_amarini.txt,207,1,ここで字下げ終わり,入力者注
26_ruby_1441/bungeitekina_amarini.txt,212,158,「意識的に」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,229,86,「出来なかつた」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,242,5,「（１）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,242,200,「芸術家」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,243,5,「（２）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,244,5,「（３）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,245,5,「（４）」は縦中横,入力者注
26_ruby_1441/bungeitekina_amarini.txt,249,81,「視覚的に」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,250,15,「矛盾に似たもの」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,250,168,「大抵」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,250,229,「大抵」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,252,135,「つむじ」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,261,386,「最も直接に」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,282,680,「より新しい」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,290,263,「ある」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,290,283,「ない」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,294,83,「にも」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,306,581,「にばかり」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,313,255,「なかつた」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,318,247,「文芸的に」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,323,182,「事実上」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,323,267,「感じて」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,323,323,「感じてゐた」に傍点,入力者注
26_ruby_1441/bungeitekina_amarini.txt,324,173,「插」でつくりの縦棒が下に突き抜けている、第4水準2-13-28,入力者注
26_ruby_1441/bungeitekina_amarini.txt,333,1,地から２字上げ,入力者注
163_ruby_529/tabakoto_akuma.txt,87,1,地から２字上げ,入力者注
76_ruby_940/kigu.txt,54,61,「禾＋槇のつくり」、第3水準1-89-46,入力者注
76_ruby_940/kigu.txt,61,486,「勹＜夕」、第3水準1-14-76,入力者注
76_ruby_940/kigu.txt,62,362,「土へん＋敦」、第3水準1-15-63,入力者注
76_ruby_940/kigu.txt,124,1,地から１字上げ,入力者注
89_ruby_1231/koseigoni.txt,32,1,地から２字上げ,入力者注
74_ruby_853/katakoi.txt,53,1,地から１字上げ,入力者注
3795_ruby_27224/shokumotsutoshite.txt,17,5,「弓＋享」、第3水準1-84-22,入力者注
3795_ruby_27224/shokumotsutoshite.txt,19,47,「甚だ相済《あひす》まない」は底本では「甚《あひす》だ相済まない」,入力者注
3795_ruby_27224/shokumotsutoshite.txt,19,156,地から１字上げ,入力者注
27_ruby_1126/bunsho.txt,55,67,「勹＜夕」、第3水準1-14-76,入力者注
27_ruby_1126/bunsho.txt,65,10,「ほろ」に傍点,入力者注
27_ruby_1126/bunsho.txt,85,1,地から１字上げ,入力者注
144_ruby_1107/sennin2.txt,74,1,地から１字上げ,入力者注
63_ruby_987/juliano_kichisuke.txt,19,7,「じゅりあの」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,30,8,「べれん」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,30,41,「えす・きりすと」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,30,81,「さんた・まりや」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,32,20,「えす・きりすと」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,32,95,「さんた・まりや」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,34,12,「えす・きりすと」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,34,36,「さんた・まりや」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,38,27,「じゅりあの」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,47,7,「じゅりあの」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,48,33,「さんと・もんたに」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,49,186,「じゅりあの」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,50,9,「べれん」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,52,66,「じゅりあの」に傍線,入力者注
63_ruby_987/juliano_kichisuke.txt,53,1,地から１字上げ,入力者注
3778_ruby_27234/nisemononidai.txt,29,1,地から１字上げ,入力者注
45_ruby_1083/haru.txt,129,1,地から１字上げ,入力者注
121_ruby_1285/onsen_dayori.txt,28,209,「まどう」に傍点,入力者注
121_ruby_1285/onsen_dayori.txt,30,559,「勹＜夕」、第3水準1-14-76,入力者注
121_ruby_1285/onsen_dayori.txt,51,1,地から１字上げ,入力者注
51_ruby_1134/fumihogo.txt,30,99,「言＋虚」、第4水準2-88-74,入力者注
51_ruby_1134/fumihogo.txt,30,201,「弓＋椁のつくり」、第3水準1-84-22,入力者注
51_ruby_1134/fumihogo.txt,33,1,地から１字上げ,入力者注
3758_ruby_27241/baibunmondo.txt,20,1,ここから１字下げ,入力者注
3758_ruby_27241/baibunmondo.txt,22,1,ここで字下げ終わり,入力者注
3758_ruby_27241/baibunmondo.txt,43,1,ここから１字下げ,入力者注
3758_ruby_27241/baibunmondo.txt,45,1,ここで字下げ終わり,入力者注
3758_ruby_27241/baibunmondo.txt,47,1,ここから１字下げ,入力者注
3758_ruby_27241/baibunmondo.txt,49,1,ここで字下げ終わり,入力者注
3758_ruby_27241/baibunmondo.txt,50,1,地から１字上げ,入力者注
